id_execucao,id_cenario,grupo,patologia,n_holders,distribuicao,parametro_dist,n_candidatos,tamanho_comite,turnout,n_aprovacoes,n_blocos,frac_proxy,tam_cartel,orcamento_suborno,frac_exchange,frac_colludida,n_rodadas,vantagem_incumbencia,reinveste_recompensa,metrica,camada,media,ic95,n_runs,seed_base
20260703-001000,19,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.0,gini_recompensas,produzido,0.949372,0.002457,30,0
20260703-001000,20,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.25,gini,stake,0.843091,0.01044,30,0
20260703-001000,20,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.25,gini,eleito,0.487675,0.022394,30,0
20260703-001000,20,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.25,gini,produzido,0.492495,0.022311,30,0
20260703-001000,20,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.25,gini_recompensas,stake,0.949094,0.002432,30,0
20260703-001000,20,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.25,gini_recompensas,eleito,0.949094,0.002432,30,0
20260703-001000,20,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.25,gini_recompensas,produzido,0.949094,0.002432,30,0
20260703-001000,21,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.5,gini,stake,0.898109,0.006136,30,0
20260703-001000,21,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.5,gini,eleito,0.4872,0.018755,30,0
20260703-001000,21,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.5,gini,produzido,0.489366,0.018514,30,0
20260703-001000,21,G10,concentracao_de_recompensas,1000,pareto,1.1,100,101,1.0,30,10000,0.0,0,0.0,0.0,0.0,5,0.0,0.5,gini_recompensas,stake,0.949277,0.002279,30,0
