n_holders,parametro_dist,n_rodadas,reinveste_recompensa,rodada,gini
200,1.1,10,0.0,4,0.7162268533124754
200,1.1,10,0.0,5,0.7162268533124754
200,1.1,10,0.0,6,0.7162268533124754
200,1.1,10,0.0,7,0.7162268533124754
200,1.1,10,0.0,8,0.7162268533124754
200,1.1,10,0.0,9,0.7162268533124754
200,1.1,10,0.0,10,0.7162268533124754
200,1.1,10,0.0,1,0.7889137063745129
200,1.1,10,0.0,2,0.7889137063745129
200,1.1,10,0.0,3,0.7889137063745129
200,1.1,10,0.0,4,0.7889137063745129
200,1.1,10,0.0,5,0.7889137063745129
200,1.1,10,0.0,6,0.7889137063745129
200,1.1,10,0.0,7,0.7889137063745129
200,1.1,10,0.0,8,0.7889137063745129
200,1.1,10,0.0,9,0.7889137063745129
200,1.1,10,0.0,10,0.7889137063745129
200,1.1,10,0.0,1,0.5111348497773902
200,1.1,10,0.0,2,0.5111348497773902
200,1.1,10,0.0,3,0.5111348497773902
200,1.1,10,0.0,4,0.5111348497773902
200,1.1,10,0.0,5,0.5111348497773902
200,1.1,10,0.0,6,0.5111348497773902
200,1.1,10,0.0,7,0.5111348497773902
200,1.1,10,0.0,8,0.5111348497773902
200,1.1,10,0.0,9,0.5111348497773902
200,1.1,10,0.0,10,0.5111348497773902
200,1.1,10,0.0,1,0.6000629179295256
200,1.1,10,0.0,2,0.6000629179295256
200,1.1,10,0.0,3,0.6000629179295256
200,1.1,10,0.0,4,0.6000629179295256
200,1.1,10,0.0,5,0.6000629179295256
200,1.1,10,0.0,6,0.6000629179295256
200,1.1,10,0.0,7,0.6000629179295256
200,1.1,10,0.0,8,0.6000629179295256
200,1.1,10,0.0,9,0.6000629179295256
200,1.1,10,0.0,10,0.6000629179295256
200,1.1,10,0.0,1,0.8379094696771796
200,1.1,10,0.0,2,0.8379094696771796
200,1.1,10,0.0,3,0.8379094696771796
200,1.1,10,0.0,4,0.8379094696771796
200,1.1,10,0.0,5,0.8379094696771796
200,1.1,10,0.0,6,0.8379094696771796
200,1.1,10,0.0,7,0.8379094696771796
200,1.1,10,0.0,8,0.8379094696771796
200,1.1,10,0.0,9,0.8379094696771796
200,1.1,10,0.0,10,0.8379094696771796
200,1.1,10,0.0,1,0.5981324192654578
200,1.1,10,0.0,2,0.5981324192654578
200,1.1,10,0.0,3,0.5981324192654578
200,1.1,10,0.0,4,0.5981324192654578
200,1.1,10,0.0,5,0.5981324192654578
200,1.1,10,0.0,6,0.5981324192654578
200,1.1,10,0.0,7,0.5981324192654578
200,1.1,10,0.0,8,0.5981324192654578
200,1.1,10,0.0,9,0.5981324192654578
200,1.1,10,0.0,10,0.5981324192654578
200,1.1,10,0.0,1,0.6519028119874359
200,1.1,10,0.0,2,0.6519028119874359
200,1.1,10,0.0,3,0.6519028119874359
200,1.1,10,0.0,4,0.6519028119874359
200,1.1,10,0.0,5,0.6519028119874359
200,1.1,10,0.0,6,0.6519028119874359
200,1.1,10,0.0,7,0.6519028119874359
200,1.1,10,0.0,8,0.6519028119874359
